APKNC_1,APKNC_2,APKNC_3,APKNC_4,APKNC_5,APKNC_6,APKNC_7,APKNC_8,APKNC_9,APKNC_10,APKNC_11,APKNC_12,APKNC_13,APKNC_14,APKNC_15,APKNC_16,APKNC_17,APKNC_18,APKNC_19,APKNC_20,APKNC_21,APKNC_22,APKNC_23,APKNC_24,APKNC_25,APKNC_26,APKNC_27,APKNC_28,APKNC_29,APKNC_30,APKNC_31,APKNC_32,APKNC_33,APKNC_34,APKNC_35,APKNC_36,APKNC_37,APKNC_38,APKNC_39,APKNC_40,APKNC_41,APKNC_42,APKNC_43,APKNC_44,APKNC_45,APKNC_46,APKNC_47,APKNC_48,APKNC_49,APKNC_50,APKNC_51,APKNC_52,APKNC_53,APKNC_54,APKNC_55,APKNC_56,APKNC_57,APKNC_58,APKNC_59,APKNC_60,APKNC_61,APKNC_62,APKNC_63,APKNC_64,APKNC_65,APKNC_66,APKNC_67,APKNC_68,APKNC_69,APKNC_70,APKNC_71,APKNC_72,APKNC_73,APKNC_74,APKNC_75,APKNC_76,APKNC_77,APKNC_78,APKNC_79,APKNC_80,APKNC_81,APKNC_82,APKNC_83,APKNC_84,APKNC_85,APKNC_86,APKNC_87,APKNC_88,APKNC_89,APKNC_90,APKNC_91,APKNC_92,APKNC_93,APKNC_94,APKNC_95,APKNC_96,APKNC_97,APKNC_98,APKNC_99,APKNC_100,APKNC_101,APKNC_102,APKNC_103,APKNC_104,APKNC_105,APKNC_106,APKNC_107,APKNC_108,APKNC_109,APKNC_110,APKNC_111,APKNC_112,APKNC_113,APKNC_114,APKNC_115,APKNC_116,APKNC_117,APKNC_118,APKNC_119,APKNC_120,APKNC_121,APKNC_122,APKNC_123,APKNC_124,APKNC_125,APKNC_126
0.03389654,0,0.06779309,0,0.06779309,0.10168963,0,0.06779309,0,0.03389654,0.03389654,0.03389654,0,0.10168963,0.03389654,0.03389654,0.00179312,0.03367829,0.05613161,-0.01623786,0.00402552,-0.00095821,1.41E-05,-0.00942657,0.0538116,0.05415882,0.00788285,0.0134529,0.00347353,-0.00626878,0.01245132,0.03569547,0.01544964,0.00350863,0.0246959,-0.00871202,0.05162036,0.0246959,-0.00872398,0.00477491,0.01124975,-0.01072866,-0.00231434,-0.01688457,-0.0228495,-0.00373922,0,0.00557755,-0.00949209,-0.00714685,-0.00933365,-0.02290489,-0.01490569,0.00184195,-0.00912247,-0.02271553,-0.01430965,-0.00642008,0.00953776,-0.01908155,0.02061949,-0.00254179,-0.00419417,0.01409819,0.03584458,0.00353908,0.01377444,-0.00575452,-0.02286993,-0.01400516,0.03403608,0.02286993,0.0333971,0.00137991,0.02416708,-0.02865508,0.03156484,0.01668514,-0.02289866,0.02021025,0.0228858,-0.02798868,0.01606368,-0.00545015,0.00490472,-0.00707814,0.01978366,0.00690531,0.01525125,0.00815107,-0.00816783,-0.00203345,0.02292002,0.0245035,0.01757557,-0.00063957,0.02991283,-0.04769874,0.03101085,0.02161846,-0.02180748,-0.00824389,0.0217937,-0.01635389,-0.02512301,0.00294026,0.0202759,0.00756275,-0.01310677,0.00281456,-0.00096452,-0.00172869,0.01759225,0.02069733,-0.00652553,-0.00879613,-0.00597133,-0.02536992,-0.00438311,-0.02426664,-0.00774846,-0.00158801,-0.01467533,-0.00636536,-0.00293284,-0.00880594
0.0592151,0.0592151,0,0.1776453,0.0592151,0.0592151,0,0,0.1776453,0,0.1184302,0.0592151,0,0,0.2368604,0.0592151,0.00896312,0.01176379,0.00329801,0.02209869,0.02629856,-0.00028713,-0.01236791,0.00959424,0.02350136,0.00632572,0.00902997,0.01175068,0.0086229,-0.01929998,0.01226825,0.06540146,0.01199929,-0.00241762,0.05095824,-0.02793254,0.06667965,0.04314216,-0.02078932,-0.03333952,-0.0240261,0.00990878,-0.02294792,0.00400214,-0.0465664,-0.0216096,-0.02497019,-0.01770179,-0.02448072,-0.03745529,-0.01697252,-0.02870483,-0.03916639,0.03223094,-0.0421004,-0.04457283,-0.0083362,0.00518688,0.02501913,0,-0.00344461,0.01333229,0.01963955,0.02118355,-0.02424635,0.00854886,0.02968216,0.015428,0.01331744,0.01254304,-0.003446,0,-0.00234748,0.00346821,-0.00646958,0.00666673,-0.00286116,0.01492833,0.02223548,0.00128899,0.02223548,-0.00444597,-0.03098645,-6.02E-06,0.0164818,0.02071874,0.00524396,-0.00259031,-0.05493781,0.01294149,0.02853736,0.01714966,-0.0335754,-0.01426868,-0.03400775,-0.01506789,-0.02525478,-0.02254951,-0.0257794,-0.04845931,-1.20E-05,0.01179399,0.02858727,-0.0285692,0.00646679,-0.02564335,0.00757964,0.00709336,-0.00744989,0.0168088,-0.0159675,-0.00593256,0.01536627,0.00762919,0.00599922,0,0.01088846,0.03037445,0.00544052,-0.02453232,0.00016052,-0.00718075,-0.00512997,-0.01273452,0.02565632,-0.0153899
0.09604134,0.04802067,0.04802067,0.09604134,0.09604134,0.04802067,0,0,0.04802067,0,0.14406201,0.04802067,0,0.04802067,0.04802067,0.09604134,0.02098443,0.06041657,0.03669697,0.03706485,0.04536396,-0.00090786,0.00258101,0.01686559,0.06670475,0.04409118,0.03430029,0.038117,0.02884945,-0.01746548,0.03384759,0.09976617,0.04336646,0.01323224,0.09220143,-0.00175624,0.05407407,0.06041255,-0.03057777,0.02703251,0.01214835,-0.02985464,0.00531238,-0.00133543,-0.02509345,-0.01307846,0.03037448,0.00888541,-0.02368677,-0.02024965,-0.02285102,-0.03929347,-0.02397634,0.06664166,-0.02559441,-0.02661865,0.04053595,0.00373569,0.03380132,-0.00676026,-0.01311428,0.03244015,0.01774144,-0.0284385,-0.00548183,0.00436204,-0.01186448,-0.01445,0.01079982,0.00192252,-0.01802309,-0.02159963,-0.01591603,0.01248561,-0.02083926,0.02910055,-0.02402609,-0.01686627,0.01802737,-0.01250334,0.03244471,-0.05406388,-0.01045941,0,0.00390423,-0.00714707,-9.97E-05,-0.00485493,-0.00917519,-0.01849531,0,-0.00429523,-0.02643993,-0.03471369,-0.02232985,0.00316803,-0.02863736,-0.01529792,-0.03758961,-0.01511211,-0.00771625,0.01532443,0.0077309,-0.0617886,-0.01558137,-0.03743095,0.00566331,-0.013999,0.00813087,0.00353182,-0.00417105,0.01538129,0.02492265,0.00940636,-0.02838569,-0.03738398,-0.01794556,0.02537701,-0.03068681,-0.05366186,-0.04335674,-0.01058071,-0.02911062,0.00571643,-0.0041549,-0.01246997
0,0.08088659,0.12132989,0,0.0404433,0.0404433,0.0404433,0.0404433,0.12132989,0.0404433,0,0.08088659,0,0.0404433,0.08088659,0,0.00470362,0.01875518,0.02866851,0.01314293,0.00835123,-0.03694547,-0.03893591,-0.02496275,0.03210237,0.0293632,0.00077178,0.00802559,-0.00184979,0.00525566,-0.00207051,-0.00608753,0.00380596,-0.02814346,0.02947242,-0.00431935,0.02411041,0.01339655,-0.01776444,-0.00569354,0.00406506,0.01222748,-0.00122928,0.00743261,0.03049984,-0.01276521,0.00852719,0.00733436,0.00836523,0,0.01047667,-0.03660542,0.00610859,0.00989994,0.00315256,0.02301486,0.01138707,0.02208247,0.00568994,-0.01138707,-0.00690326,-0.00910966,0.00428713,0.02322558,-0.00173539,-0.00011329,-0.02967684,0.01003181,0.00909567,0.00350791,0.00444706,0,0.00547546,0.00210128,0.000362,-0.00836772,0.00195023,-0.02073541,0.00303655,0.00892386,0.00910582,-0.00303655,0.01770566,-0.0130138,-1.42E-05,0.00873774,-0.00181548,0.00115106,0.0444932,-0.01724533,0,0.00060356,0.01231319,0,0.01486004,0.01057466,0.00774911,-0.0078643,0.00469309,0.03449163,-0.0065069,-0.01163729,-0.01300968,-0.0065069,0.02295319,-0.00350371,0.01769085,0.00580692,-0.01063525,-0.01741533,-0.04369605,0.03582082,0.02099001,0.01602449,0.00447576,0.010495,0.00381517,0.004198,-0.00011045,-0.02895349,0.00469911,-0.0307438,-0.00350371,0.00954919,0.00349928,0.00350371
0,0.09562174,0.04781087,0,0.09562174,0.04781087,0.04781087,0.19124348,0.04781087,0.09562174,0,0,0,0.09562174,0.04781087,0.04781087,0.0132005,0.01583701,0.04108598,-0.00274567,-0.0151381,-0.02454613,-0.00929763,-0.00796648,0.03795047,0.04384866,0.00534502,0.00948762,0.00071328,-0.00408212,0.00645968,0.00871773,0.01182929,-0.00395619,0.01583701,-0.00245556,0.02216381,0.02216781,0.00930811,-0.02692292,-0.03357236,0.00671997,-0.00210287,-0.02453568,-0.03271531,-0.01772402,-0.02016119,-0.03583353,-0.00071785,0,-0.0002389,0.03471832,-0.01197172,-0.01171463,-0.00104455,-0.02863026,-0.01346146,0.00098723,0.00673073,-0.03364939,0.00262428,-0.01794861,-0.02981574,-0.0077602,0.0035083,0.0441355,0.00735712,0.01219796,-0.02150526,-0.03578007,0.01996141,0.02150526,0.01942375,0.00434913,0.0247197,0.00120894,0.01937528,0.01234385,-0.00358972,-0.02306064,0.04665731,-0.02512352,-0.02116861,0.00769226,-0.00351971,0.0163984,-0.0103193,-0.02819362,0.01300362,-0.03033525,-0.01152068,-0.00460214,0.01207591,0.01152068,0.00816936,0.00132097,0.0153245,0.00259699,0.01658813,0.01619559,0,-0.01119179,0.00769226,4.86E-06,-0.02557254,0.02070994,0.02902565,-0.01711011,-0.00097966,0.0042537,0.01559458,-0.00381094,0.02481377,0.03000352,0.00600544,0,0.00716672,-0.02677418,0.00084229,0.02821403,0.00253077,0.0094461,0.00414199,-0.02438357,0.00414199,0.0207047
0.08872144,0.08872144,0.08872144,0.26616433,0.17744289,0.26616433,0,0.08872144,0,0.17744289,0,0,0.17744289,0.08872144,0.08872144,0,0.03938618,0.05288416,0.06381283,-0.00780939,0.01927158,-0.02040512,0.03318568,-0.04166976,0.0528178,0.05735992,0.07316912,0.10563561,0.05356107,0.0093402,0.08825742,0.04343526,0.10138445,0.05374663,0.05289902,0.0329535,0.1351121,0.04114368,0.00308921,-0.01249005,-0.02512373,-0.06223767,-0.01299406,-0.00093783,-0.02279408,0.02423815,-0.01870631,-0.01995942,-0.00454651,0,-0.00376465,-0.02988043,-0.0233669,0.02895119,-0.01194015,-0.02524145,0.01249005,0.02964355,-0.0249643,0,-0.05711568,-0.01998408,-0.06229289,0.04040797,-0.05747646,0.02684793,-0.00988931,-0.00641439,-0.03990678,-0.0577276,-0.02911258,-0.03990678,-0.02116402,-0.01178849,-0.04029943,0.05115879,-0.04619894,-0.02252247,0.03330679,0.0334627,-0.08656398,0.01998408,-0.03908379,-0.07135365,-0.10709091,0.01062352,-0.06363997,0.02391023,-0.00603794,-0.01048834,-0.0641359,-0.09466909,-0.0383936,-0.04275727,-0.03104679,-0.02033322,-0.03052209,0.03791814,-0.0441463,-0.00839253,0.04282302,0.03121579,-0.042814,0.01427434,-0.05071016,-0.03843091,-0.07251917,-0.03436499,-0.00162581,0.00540223,0.02184001,-0.03203599,-0.02302314,-0.06560329,-0.05830365,-0.06906943,-0.05591041,-0.01294396,-0.04977347,0.06720532,-0.06702266,0.00354785,0.03843091,0.01631446,-0.02304883,0.02305855
0,0,0.03100735,0,0,0.03100735,0.06201471,0.09302206,0,0.06201471,0.03100735,0.03100735,0.03100735,0.09302206,0.03100735,0.06201471,0.00370365,0.02670451,0.04514888,-0.00607523,-0.02473432,-0.01657691,-0.00202742,-0.01819195,0.0369187,0.04182477,0.01960352,0.01845935,0.01676049,0.01826922,0.01960114,-0.00227878,0.0213294,0.00417608,0.01437416,0.01894428,0.02259093,0.01847995,0.02354825,0.01746064,0.01627078,0.0113765,-0.0005134,-0.00234286,-0.00917804,0.0115414,0,0.00331493,-0.01715799,-0.01307537,-0.01689302,0.01345092,-0.01771347,-0.00927631,-0.01418802,-0.01228982,-0.02618544,-0.01029032,0,-0.01745236,0.01140902,0.0162966,0.00541413,0.00180163,0.01319689,0.01098198,-0.0029572,-0.01380866,-0.01394707,-0.00095881,-0.01730253,-0.01394707,-0.0153591,0.01629886,-0.01977599,0.01879047,-0.01751167,-0.00892534,-0.03491539,-0.00429028,-0.00232809,0.00232514,0.00856537,0.01496626,0.00845617,0.01129074,-0.00295522,-0.03842392,-0.01607172,-0.00538988,0,0.00878359,-0.00407753,0,-0.00533073,0.01827922,-0.00802043,0.00458452,-0.00272568,-0.01483108,-0.0099712,0.01869299,-0.01495996,0.00996175,0.02898155,0.01343126,0.02125173,0.01770644,-0.02262734,0.02656741,0.00718996,0.01996765,0.02413915,0.02188362,0.01708769,0.02413915,0.01904126,0.01279808,0.01410245,-0.00557814,0.01261263,0.00815161,0.03491449,0.02201226,0.00268625,0.00268625
0.39549615,0.39549615,0.39549615,0.39549615,0.7909923,0.7909923,0,0.39549615,0.39549615,0.39549615,0.7909923,0,0.39549615,0.39549615,0.39549615,0.7909923,0.38648344,0.23574326,0.33257081,0.08601519,0.28931661,-0.08054618,0.2455498,0.09010054,0.4708949,0.45698598,0.40243386,0.39241242,0.36447258,0.07871368,0.36273247,0.44689188,0.44734485,0.31325665,0.60235936,0.09513555,0.54995725,0.49755513,-0.02263802,-0.1113193,-0.09252884,-0.32970749,-0.036054,0.04567764,0.03506105,0.0667681,0,-0.04874594,-0.07273469,-0.08338764,-0.06938555,-0.10082528,-0.07398326,0.21520772,-0.11182407,0.02244666,0.16699654,-0.02300611,0.11135449,0.05567725,-0.34975288,-0.08904605,-0.34892656,0.00967059,-0.16450159,-0.06802983,-0.27875511,-0.01835384,-0.35578726,-0.44633712,-0.29640593,-0.26684045,-0.27073787,-0.16191291,-0.28781305,0.30845975,-0.33313971,-0.3124699,-0.08900851,-0.04540876,-0.14839757,-0.26710062,-0.25987636,-0.12722205,-0.5017429,0.0021488,-0.28848938,-0.01383035,-0.2539824,-0.17701379,-0.57180095,-0.58590422,-0.39583009,-0.28590048,-0.39420387,0.00049492,-0.30934251,0.23056533,-0.34207464,-0.29287677,-0.19081297,0.11408641,-0.12726228,-0.44525708,-0.14221537,-0.03430624,-0.25075015,-0.16646327,-0.12526772,-0.01007351,-0.12403806,-0.14479998,-0.30789282,-0.366088,-0.1985478,-0.20526188,-0.18681772,0.04673737,-0.1751033,0.03473113,-0.19526192,-0.14162784,-0.23975381,-0.02481955,0.10274545,-0.37676218
0,0,0.0612037,0.0612037,0.1224074,0.0612037,0.1224074,0.1224074,0,0.18361111,0.0612037,0,0,0.18361111,0.0612037,0.0612037,0.04052562,0.03649192,0.05100821,-0.02571168,-0.05811861,-0.04650023,-0.01045603,0.00370941,0.03643589,0.04247509,0.02475434,0.04858119,0.01077786,0.01717964,0.03578435,0.00960029,0.04608782,0.00191879,0.02837236,-0.00516819,0.03648167,0.02837236,0.00952694,0,-0.02347765,0.00620956,0.0105885,-0.05067382,-0.03649884,-0.01428076,-0.02580876,-0.0363133,-0.00914354,0,-0.00745021,0.05074202,-0.02149896,-0.00333061,-0.01111304,-0.0364072,-0.0344537,-0.01543363,0,-0.0344537,0.01997166,-0.00459528,-0.0188506,-0.04235571,0.02010027,0.06633297,0.03326433,0.00608015,-0.01376467,-0.02435367,0.03004841,0.01376467,0.03595058,0.02377724,0.02034496,-0.00555262,0.01392023,0.03046996,-0.02297059,-0.01891565,0.02296478,-0.01378584,0.00183722,0.00984703,0.01906825,-0.00314668,0.00072845,-0.04155191,-0.02323153,-0.00762291,0,0.01713264,0.00265938,0.01474786,-0.00059652,-0.01965294,-0.00012926,-0.03473424,0.00649178,-0.01528588,-0.01968783,0.00820988,0.0098408,0,-0.00322632,0.02651123,0.02935261,0.03347606,-0.0270575,0.00411752,-0.02950872,0.01565739,0.01588231,0.02090932,-0.04540115,-0.04764694,-0.03701236,-0.0052026,-0.06090166,0.01152795,-0.0566428,-0.04280579,-0.03710901,-0.00089338,0.00530895,-0.03710231
0,0.05576363,0,0.11152727,0.1672909,0.05576363,0.05576363,0.11152727,0,0.11152727,0.05576363,0,0,0.1672909,0.05576363,0.05576363,0.02120971,0.02585983,0.02584636,-0.00102017,-0.03174753,-0.02850749,-0.01078442,-0.00624783,0.0331973,0.02403003,0.01263986,0.0331973,0.00411326,0.01066993,0.02286043,0.03016648,0.02763231,-0.00168544,0.05540458,-0.01218424,0.03323901,0.03323901,-0.00656011,0,-0.03009502,0.02521988,-0.00443467,-0.02301801,-0.01049629,-0.01534875,-0.01175738,-0.03967114,-0.01060313,-0.01175738,-0.00455672,0.00032573,-0.02113203,0.00910373,-0.02175008,-0.01534907,9.92E-06,-0.0052922,0.00785031,-0.02354099,0.01932372,0.01256049,0.00632623,-0.01770361,0.01124907,0.02391965,-0.00887164,0.01451775,0,0.00030991,-0.00214989,-0.0125412,0.00338272,0.05680613,-0.01831345,0.00950805,-0.01293646,-0.01221759,-0.02092356,-0.013504,0.00418154,-0.01256578,0.00700823,0.00897178,0.039375,0.00069593,0.01753108,-0.03159518,-0.0158665,0.00525616,0.02687401,0.03945817,-0.0063771,-0.02687401,-0.00390642,-0.02651372,-0.02475936,-0.01603927,-0.01642133,-0.01869046,-0.02690399,-0.00808034,0.00896611,-0.00897745,-0.01603536,0.00483096,0.04663044,0.0029249,-0.0269475,0.02861272,-0.01787798,0.00233555,0.04341186,0.04217981,-0.00491221,-0.04341186,0.00969987,-0.02554723,-0.03749948,-0.00069861,-0.03935676,-0.02436841,-0.03380448,0.01533839,0.05313442,-0.02414868
0.20115412,0.10057706,0.20115412,0,0,0,0,0.30173117,0.20115412,0.10057706,0.10057706,0,0,0.20115412,0.10057706,0.30173117,0.01677488,0.08659486,0.17843444,-0.03497102,-0.00050564,-0.04830649,-0.04277538,0.01577979,0.21954426,0.21473257,0.00776365,0.01995857,-4.44E-05,-0.00744715,0.00663547,0.04411402,0.01824481,-0.02696762,0.08660328,0.00055959,0.04664161,0.17981912,-0.07555722,-0.04245033,0.06517174,-0.08426417,0.01538951,0.0311234,0.03228196,-0.03957422,0.08482392,0.08330867,-0.03945542,-0.04241196,-0.03174371,-0.03511981,-0.02457463,-0.06293653,-0.04986012,0.01902862,-0.01414116,0.01495067,0.01415906,0.04246823,0.00804977,0.00754195,-0.02359603,-0.01770239,0.00950674,-0.02807599,-0.06692339,-0.02566208,-0.04523942,-0.03948823,0.00913253,0.02261971,0.00301475,0.01109842,0.00222008,-0.07041888,0.020764,-0.04995774,-0.05285094,0.00463232,-0.0075515,-0.06793485,0.06681955,0.04849422,-0.06021422,0.11697205,-0.00935723,-0.01303639,-0.04523089,0.01530796,-0.12117703,-0.09478941,-0.0137638,0,-0.01355123,0.0515198,-0.03301647,-0.00077852,-0.00934012,-0.04570407,-0.08089868,0.03799877,-0.03236356,-0.12940312,-0.03093595,0.00871327,-0.07094866,-0.03595236,0.00275675,0.02267142,-0.02035626,-0.01080992,-0.13049834,-0.08618378,-0.06500483,-0.05219934,-0.06008641,-0.04031076,-0.05385672,0.02905581,-0.06614617,-0.02952133,-0.09583493,0.01754803,-0.0261398,-0.0958129
0,0.10755459,0.21510919,0.10755459,0.10755459,0,0,0,0.21510919,0.10755459,0.32266378,0.21510919,0.10755459,0,0.32266378,0.10755459,0.03710485,0.03562669,0.03186954,0.03598449,0.03543087,-0.02597387,-0.06048574,-0.04977475,0.08537278,0.03183343,0.04605695,0.06402959,0.03575663,-0.01893528,0.03790709,0.08299069,0.06376543,-0.03246349,0.20654475,0.02993519,0.07837873,0.07836071,-0.02427531,-0.01514134,-0.00417483,-0.06057313,-0.01605751,0.01052937,0.02731069,0.06613036,0,-0.00385494,0.00544409,0,0.00635713,-0.03666607,-0.00242702,-0.00583613,-0.00481876,0.01743234,0.07569715,-0.02323424,0.04542403,-0.04540489,-0.0483987,-0.00807538,-0.00422142,0.0035017,-0.00293543,-0.00407979,-0.08847494,-0.11016407,-0.02418895,-0.00823723,-0.04240101,-0.04837791,-0.03737633,-0.05911794,-0.05550122,-0.03471243,-0.05485236,-0.08544229,-0.00805497,-0.02545751,0.04037692,-0.12111034,-0.03755975,-0.03460879,-0.02736523,0.05806441,-0.06583447,0.01168974,0.01142075,0.08037647,-0.05183347,-0.03209487,-0.05238906,-0.07775021,-0.04040907,0.00224485,-0.04446069,-0.03761056,-0.06675343,-0.00429462,-0.05189131,0.03490844,0.03460879,-0.12110888,-0.00966008,-0.02795325,0.02232895,-0.00300067,-0.02491452,-0.01872098,0.03924186,-0.08898843,0,0.02371845,-0.04209307,-0.05582066,-0.0384037,-0.01030248,-0.03672498,-0.04455896,-0.04840926,0.02037949,-0.0838362,-0.00948789,0.02795325,-0.02795325
0,0.10276086,0.10276086,0,0.10276086,0.10276086,0,0.05138043,0.05138043,0.05138043,0.05138043,0.10276086,0.05138043,0,0.10276086,0.05138043,-0.01012052,0.0170194,0.01664114,0.02382309,-0.02043229,-0.01155392,-0.02160378,-0.05407921,0.03058789,0.01465905,0.01887437,0.02039192,0.01611189,-0.01644783,0.01374145,0.04358095,0.02110253,-0.01168895,0.05785736,0.00948919,0.06465651,0.03743838,-0.00997433,-0.02169974,-0.02872963,-0.01090416,0.00230518,-0.00465692,0.02755298,0.0285885,-0.01083321,-0.02346777,0.00345297,0,0.00512928,-0.01091694,-0.00031047,0.01397622,0.00127037,0.02087686,0.02893298,-0.02470166,0.02169516,4.57E-06,0.01893249,-0.01157319,-0.0013225,-0.00432609,0.02806111,0.00315599,-0.00216337,-0.03907799,0,0.00095766,0.01951198,0.01155542,0.01748015,-0.00907891,0.02139509,-0.01808352,0.01971904,0.00690117,0.01157319,-0.01213919,0.0346952,-0.01928378,-0.0152922,0,0.01379422,0.01561436,-0.04596485,0.0076566,0.01217016,0.04594751,0,0.01038327,0.00550211,0,0.00522341,-0.02460364,0.00741379,-0.02915935,0.00712709,0.00945928,-0.00826657,0.00843801,0.01652791,-0.04132761,-0.00564713,-0.01335368,-0.01506731,0.00912733,0.00694171,-0.01769625,-0.01526061,-0.03671556,-0.01333318,-0.01849739,-0.01216491,-0.01333318,-0.01078642,0.0285276,-0.01737432,-0.01440885,-0.0145904,-0.01721187,-0.02225614,-0.00352164,-0.02224489,-0.03115297
0,0.19384762,0.77539047,0.19384762,0.19384762,0,0,0.38769524,0.19384762,0.19384762,0.38769524,0.19384762,0.77539047,0,0,0,0.03934792,-0.01284213,0.05451837,-0.04849074,0.02394343,-0.1041503,-0.02671917,-0.05833348,0.1154017,0.06853689,0.04798071,0.07693447,0.03192703,0.00794576,0.06228663,-0.0986695,0.06143818,0.00722227,0.11553045,0.01457898,0.0898949,0.06421064,-0.01206829,-0.08186857,-0.06551839,0.05972889,0.02066752,0.01363776,-0.00672539,-0.07113217,-0.08174287,-0.03124974,-0.12934175,-0.12261431,-0.12878983,0.04875744,-0.11340461,-0.13713572,-0.11183416,-0.03007626,-0.16368539,0.03694844,-0.02728952,-0.10915809,-0.02282884,0.10188089,0.04873487,-0.08423537,-0.05154272,-0.03801792,-0.08961201,0.07379155,-0.0435962,0.02601674,-0.04512998,-0.0435962,-0.04072561,0.02578042,-0.06318861,0.07243074,-0.05772115,-0.099552,-0.10182569,0.02182461,-0.04366324,-0.07277206,-0.05426164,0.03118803,-0.04261637,0.04647626,-0.19503449,0.04057159,-0.08111369,-0.0270562,-0.09342042,-0.01948668,-0.01667249,0,-0.01125029,0.00020602,-0.02049784,0.07684979,-0.0078033,-0.06742521,-0.06235634,-0.02344614,-0.06237605,-0.03118803,-0.04915416,-0.05038066,-0.03813439,-0.09350973,-0.03901797,-0.0157234,0.04502154,-0.08863534,-0.0503033,-0.02373224,-0.02197534,-0.0503033,-0.01134215,0.03450202,-0.04808822,-0.01542112,-0.05279624,0.01923603,-0.11753364,0.00411067,0.05038066,-0.01679355
0.5514435,0.367629,0,0.1838145,0.367629,0.367629,0,0,0.1838145,0.1838145,0.367629,0.1838145,0,0,0.5514435,0,-0.03354741,0.3042823,0.07452648,0.01273807,-0.13863087,0.00999231,-0.01036777,-0.06124748,0.07295251,0.04484139,0.1002782,0.10942877,0.07461908,-0.10817885,0.11750601,0.25946454,0.13188584,0.02460546,0.23130995,-0.09220368,0.15826065,0.08524214,-0.04655925,0.02587708,-0.03354103,-0.08790823,0.07381519,-0.01392731,-0.11391093,-0.05370284,-0.07751204,-0.03048915,-0.1073005,-0.07751204,-0.09851925,0.10344324,-0.11637651,0.11500835,-0.10779746,-0.12557481,0.02589344,-0.01233475,-0.07758217,0.02587708,0.02167817,-0.15175985,-0.00478227,-0.01283734,-0.02195563,-0.01042841,0.05283034,0.09715296,0,0.02211319,-0.07721782,-0.04133976,-0.08086952,0.11481581,-0.05634888,-0.04336993,-0.05771688,0.03038577,-0.0689881,-0.05270671,-0.01378366,0.06900554,-0.03160582,-0.29566327,-0.03987308,0.03874442,0.02529946,-0.00062732,0.00110824,-0.10448846,0.0442926,-0.00742156,-0.06248305,-0.08858519,-0.05016748,0.04356105,-0.04374305,-0.21865362,-0.09072928,0.00017763,-0.20696055,-0.02654076,0.0295738,0,-0.12537367,-0.27063353,0.02203807,-0.00274336,0.00066188,0.01065119,-0.1056911,-0.00834246,0.09539944,0.04617687,-0.11274522,-0.14309916,-0.07548219,0.19520494,-0.13937694,-0.27932874,-0.16824294,-0.1172326,-0.27065366,0.11313997,-0.07958152,-0.07962178
0.07924869,0,0.05283246,0.02641623,0.02641623,0.02641623,0,0,0.02641623,0.02641623,0.02641623,0.07924869,0.02641623,0.02641623,0.05283246,0,0.00814076,0.03672867,0.02205422,0.00891088,-0.0111371,-0.00137565,0.00743097,-0.0129408,0.02621026,0.0165766,0.02070602,0.02096821,0.01730955,-0.00621728,0.02009945,0.00278965,0.02344575,0.01163538,0.01224584,0.00806543,0.02274828,0.01225026,-0.00253266,-0.00743296,0.01416316,-0.01618915,0.00087268,0.00066322,-0.00602702,0.00899719,0.01670904,0.01382438,-0.00845376,0,-0.00982227,0.00608162,-0.00380203,-0.02587661,-0.00474118,-0.00494432,-0.02230828,-0.00746082,0.00744001,0,0.00528868,0.00198338,0.01563353,0.00214863,0.00413178,-0.00291282,-0.00080173,0.00569443,0.01782298,0.01281797,0.00200419,0,0.00318403,-0.00492929,-0.0004048,-0.02079699,-0.00141966,-0.00026373,-0.02181212,-0.01431454,0.00991939,0.00198338,0.01215888,0.02972915,0.01704108,0.01118369,0.00366402,0.00515194,0.00175804,-0.02063824,0.0127307,0.01452261,0.0179096,0.00636535,0.02248266,0.01467151,0.00483811,0.01704414,0.0072811,0.00183082,0.00849481,0.00604413,0.00850287,-0.00425009,0.00311665,0.02057924,0.00599424,-0.00865842,-0.00617078,0.00324989,0.00197033,0.00456718,0.00685499,0.00549092,-0.00320782,0,-0.00501971,0.00106453,-0.00215061,0.03151338,-0.00148172,-0.00046703,0.0205937,0.01280982,0.00686843,-0.00228851
